Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"20, 000 Leagues Under the Sea","The year 1866 was signalised by a remarkable incident, a mysterious and puzzling phenomenon, which doubtless no one has yet forgotten. Not to mention rumours which agitated the maritime population and excited the public mind, even in the interior of continents, seafaring men were particularly excited. Merchants, common sailors, captains of vessels, skippers, both of Europe and America, naval officers of all countries, and the Governments of several States on the two continents, were deeply interested in the matter. For some time past vessels had been met by ""an enormous thing,"" a long object, spindle-shaped, occasionally phosphorescent, and infinitely larger and more rapid in its movements than a whale. The facts relating to this apparition (entered in various log-books) agreed in most respects as to the shape of the object or creature in question, the untiring rapidity of its movements, its surprising power of locomotion, and the peculiar life with which it seemed endowed. If it was a whale, it surpassed in size all those hitherto classified in science. Taking into consideration the mean of observations made at divers times—rejecting the timid estimate of those who assigned to this object a length of two hundred feet, equally with the exaggerated opinions which set it down as a mile in width and three in length—we might fairly conclude that this mysterious being surpassed greatly all dimensions admitted by the learned ones of the day, if it existed at all. And that it DID exist was an undeniable fact; and, with that tendency which disposes the human mind in favour of the marvellous, we can understand the excitement produced in the entire world by this supernatural apparition. As to classing it in the list of fables, the idea was out of the question. On the 20th of July, 1866, the steamer Governor Higginson, of the Calcutta and Burnach Steam Navigation Company, had met this moving mass five miles off the east coast of Australia. Captain Baker thought at first that he was in the presence of an unknown sandbank; he even prepared to determine its exact position when two columns of water, projected by the mysterious object, shot with a hissing noise a hundred and fifty feet up into the air. Now, unless the sandbank had been submitted to the intermittent eruption of a geyser, the Governor Higginson had to do neither more nor less than with an aquatic mammal, unknown till then, which threw up from its blow-holes columns of water mixed with air and vapour. Similar facts were observed on the 23rd of July in the same year, in the Pacific Ocean, by the Columbus, of the West India and Pacific Steam Navigation Company. But this extraordinary creature could transport itself from one place to another with surprising velocity; as, in an interval of three days, the Governor Higginson and the Columbus had observed it at two different points of the chart, separated by a distance of more than seven hundred nautical leagues.",['Jules Verne'],http://books.google.com/books/content?id=LGIiDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=LGIiDQAAQBAJ&printsec=frontcover&dq=20,+000+Leagues+Under+the+Sea&hl=&cd=1&source=gbs_api",Library of Alexandria,2020-09-28,https://play.google.com/store/books/details?id=LGIiDQAAQBAJ&source=gbs_api,,
"2002 World Factbook by the U.S. Central Intelligence Agency, with the 2002 and 2001 CIA World Factbooks, and Chiefs of State Worldwide","The clock is relentlessly ticking! Our world teeters on a knife-edge between a peaceful and prosperous future for all, and a dark winter of death and destruction that threatens to smother the light of civilization. Within 30 years, in the 2030 decade, six powerful 'drivers' will converge with unprecedented force in a statistical spike that could tear humanity apart and plunge the world into a new Dark Age. Depleted fuel supplies, massive population growth, poverty, global climate change, famine, growing water shortages and international lawlessness are on a crash course with potentially catastrophic consequences. In the face of both doomsaying and denial over the state of our world, Colin Mason cuts through the rhetoric and reams of conflicting data to muster the evidence to illustrate a broad picture of the world as it is, and our possible futures. Ultimately his message is clear; we must act decisively, collectively and immediately to alter the trajectory of humanity away from catastrophe. Offering over 100 priorities for immediate action, The 2030 Spike serves as a guidebook for humanity through the treacherous minefields and wastelands ahead to a bright, peaceful and prosperous future in which all humans have the opportunity to thrive and build a better civilization. This book is powerful and essential reading for all people concerned with the future of humanity and planet earth.",['Colin Mason'],http://books.google.com/books/content?id=_vMXwXCLJP8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=_vMXwXCLJP8C&printsec=frontcover&dq=2002+World+Factbook+by+the+U.S.+Central+Intelligence+Agency,+with+the+2002+and+2001+CIA+World+Factbooks,+and+Chiefs+of+State+Worldwide&hl=&cd=1&source=gbs_api",Routledge,2013-06-17,https://play.google.com/store/books/details?id=_vMXwXCLJP8C&source=gbs_api,['Political Science'],
"204 Rosewood Lane (Cedar Cove, Book 2)","Grace, a seemingly reserved librarian, shows the town of Cedar Cove what she is truly made of when her husband mysteriously vanishes, forcing her to call upon her inner strength and courage to help her two daughters deal with his disappearance.",['Debbie Macomber'],,"http://books.google.com/books?id=5GN1AAAACAAJ&dq=204+Rosewood+Lane+(Cedar+Cove,+Book+2)&hl=&cd=1&source=gbs_api",,2001,"http://books.google.com/books?id=5GN1AAAACAAJ&dq=204+Rosewood+Lane+(Cedar+Cove,+Book+2)&hl=&source=gbs_api","['Love stories, American']",19.0
21 Things I Wish My Broker Had Told Me: Practical Advice for New Real Estate Professionals.,"""Frank Cook shows new agents, those who might want to be agents, and those who want to be better agents, the road to success.""--Jacket.",['Frank Cook'],http://books.google.com/books/content?id=bZJ-6Arl0ooC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=bZJ-6Arl0ooC&printsec=frontcover&dq=21+Things+I+Wish+My+Broker+Had+Told+Me:+Practical+Advice+for+New+Real+Estate+Professionals.&hl=&cd=1&source=gbs_api,Dearborn Real Estate,2002,http://books.google.com/books?id=bZJ-6Arl0ooC&dq=21+Things+I+Wish+My+Broker+Had+Told+Me:+Practical+Advice+for+New+Real+Estate+Professionals.&hl=&source=gbs_api,['Business & Economics'],1.0
22 Immutable Laws of Branding,"This marketing classic has been expanded to include new commentary, new illustrations, and a bonus book: The 11 Immutable Laws of Internet Branding. Smart and accessible, The 22 Immutable Laws of Branding is the definitive text on branding, pairing anecdotes about some of the best brands in the world, like Rolex, Volvo, and Heineken, with the signature savvy of marketing gurus Al and Laura Ries. Combining The 22 Immutable Laws of Branding and The 11 Immutable Laws of Internet Branding, this book proclaims that the only way to stand out in today's marketplace is to build your product or service into a brand—and provides the step-by-step instructions you need to do so. The 22 Immutable Laws of Branding also tackles one of the most challenging marketing problems today: branding on the Web. The Rieses divulge the controversial and counterintuitive strategies and secrets that both small and large companies have used to establish internet brands. The 22 Immutable Laws of Branding is the essential primer on building a category-dominating, world-class brand.","['Al Ries', 'Laura Ries']",http://books.google.com/books/content?id=P78R-5OnaqsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=P78R-5OnaqsC&printsec=frontcover&dq=22+Immutable+Laws+of+Branding&hl=&cd=1&source=gbs_api,Harper Collins,2009-10-06,https://play.google.com/store/books/details?id=P78R-5OnaqsC&source=gbs_api,['Business & Economics'],2.0
"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in that Place of Torment","New York Times Best Seller and Over 1 million copies sold! Over 750 5-Star reviews Wiese’s visit to the devil’s lair lasted just twenty-three minutes, but he returned with vivid details etched in his memory, capturing the attention of national media, including the Christian Broadcasting Network, Daystar Television Network, Trinity Broadcasting Network, the Miracle Channel, Sid Roth’s It’s Supernatural!, Sean Hannity’s America, Charisma News, and many others. Bill Wiese experienced something so horrifying it continues to captivate the world. He saw the searing flames of hell, felt total isolation, smelled the putrid and rotting stench, heard deafening screams of agony, and experienced terrorizing demons. Finally the strong hand of God lifted him out of the pit. Now Wiese shares his insights on commonly asked questions such as: Is hell a literal burning place? Where is hell? Do you have a body in hell? Are there degrees of punishment in hell? Are there children in hell? Can demons torment people in hell? Can “good” people go to hell?",['Bill Wiese'],http://books.google.com/books/content?id=96kgHkeXOXEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=96kgHkeXOXEC&printsec=frontcover&dq=23+Minutes+In+Hell:+One+Man%27s+Story+About+What+He+Saw,+Heard,+and+Felt+in+that+Place+of+Torment&hl=&cd=1&source=gbs_api",Charisma Media,2010-09-24,https://play.google.com/store/books/details?id=96kgHkeXOXEC&source=gbs_api,['Religion'],263.0
26a,"Identical twins Georgia and Bessi have to create their own identities. So they build a separate universe. One discovers sex and high heels, and the other learns to moonwalk. But when reality comes, the fantasies of childhood give way.",['Diana Evans'],http://books.google.com/books/content?id=2t72FeNksYMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=2t72FeNksYMC&q=26a&dq=26a&hl=&cd=1&source=gbs_api,Arrow,2006,http://books.google.com/books?id=2t72FeNksYMC&dq=26a&hl=&source=gbs_api,['Domestic fiction'],
30 Days to a More Powerful Vocabulary,"A program for developing one's word power in 15 minutes a day. Includes tips on noticing new words, avoiding misuse, and a pronunciation key.","['Norman Lewis', 'Wilfred Funk']",http://books.google.com/books/content?id=_zRxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_zRxEAAAQBAJ&printsec=frontcover&dq=30+Days+to+a+More+Powerful+Vocabulary&hl=&cd=1&source=gbs_api,Simon and Schuster,2022-06-21,http://books.google.com/books?id=_zRxEAAAQBAJ&dq=30+Days+to+a+More+Powerful+Vocabulary&hl=&source=gbs_api,['Education'],
30 Days to a More Powerful Vocabulary (New Revised Edition),A thirty-day vocabulary building program which includes a pronunciation guide and word origins and histories,"['Wilfred Funk', 'Norman Lewis']",http://books.google.com/books/content?id=0KX5PwobDusC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=0KX5PwobDusC&printsec=frontcover&dq=30+Days+to+a+More+Powerful+Vocabulary+(New+Revised+Edition)&hl=&cd=1&source=gbs_api,Simon and Schuster,1991-03-15,http://books.google.com/books?id=0KX5PwobDusC&dq=30+Days+to+a+More+Powerful+Vocabulary+(New+Revised+Edition)&hl=&source=gbs_api,['Education'],2.0
365 Knitting Stitches a Year Perpetual Calendar,"Fill your year with an incredible variety of knitting stitches, including basic knit-and-purl sitches plus ribs, cables and other textures.","['Ed Martingale', 'Liz McGehee']",http://books.google.com/books/content?id=9aTxAwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=9aTxAwAACAAJ&dq=365+Knitting+Stitches+a+Year+Perpetual+Calendar&hl=&cd=1&source=gbs_api,,2002,http://books.google.nl/books?id=9aTxAwAACAAJ&dq=365+Knitting+Stitches+a+Year+Perpetual+Calendar&hl=&source=gbs_api,['Knitting'],
4.50 from Paddington (Agatha Christie Collection S.),"Miss Marple sets out to investigate when her friend, Mrs. McGillicuddy, claims to have seen a woman being strangled in a passing train from the window of her first-class coach.",['Agatha Christie'],,http://books.google.com/books?id=iN-lzQEACAAJ&dq=4.50+from+Paddington+(Agatha+Christie+Collection+S.)&hl=&cd=1&source=gbs_api,,2000,http://books.google.com/books?id=iN-lzQEACAAJ&dq=4.50+from+Paddington+(Agatha+Christie+Collection+S.)&hl=&source=gbs_api,['England'],
40 Lessons for the Club Player: A Proven Course in All Aspects of Chess,,,http://books.google.com/books/content?id=LWFLAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=LWFLAAAAYAAJ&q=40+Lessons+for+the+Club+Player:+A+Proven+Course+in+All+Aspects+of+Chess&dq=40+Lessons+for+the+Club+Player:+A+Proven+Course+in+All+Aspects+of+Chess&hl=&cd=1&source=gbs_api,,2000,http://books.google.com/books?id=LWFLAAAAYAAJ&dq=40+Lessons+for+the+Club+Player:+A+Proven+Course+in+All+Aspects+of+Chess&hl=&source=gbs_api,['Chess'],
44 Scotland Street,"Pat rents a room from the handsome and cocky Bruce, at 44 Scotland Street, and discovers that she has also acquired some colorful new neighbors, including Domenica, an eccentric widow.",['Alexander McCall Smith'],http://books.google.com/books/content?id=agtmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=agtmAAAAMAAJ&q=44+Scotland+Street&dq=44+Scotland+Street&hl=&cd=1&source=gbs_api,Birlinn,2005,http://books.google.nl/books?id=agtmAAAAMAAJ&dq=44+Scotland+Street&hl=&source=gbs_api,"['44 Scotland Street (Edinburgh, Scotland : Imaginary place)']",21.0
449 Stupid Things Republicans Have Said,"Am I different? Yeah. Deep down, you know you want to wear wider bottoms; you're just not secure enough. . . . Do I do my hair with a weed whacker? I admit it. --Rep. James Traficant (D-Ohio, 1985-2002) Supposedly some of our brightest speakers, politicians say some pretty stupid things. Members of America's major political parties put out a roaring stream of downright dumb comments, pronouncements, and observations. For proof, look no further than Ted Rueter's 449 Stupid Things Republicans Have Said. 449 Stupid Things Republicans Have Said includes subjects ranging from cloning and federal spending to foreign affairs and kissing. Asked what he and former British Prime Minister Tony Blair have in common, President George W. Bush remarked, Well, we both use Colgate toothpaste. According to then-Treasury Secretary Paul O'Neill, If you set aside Three Mile Island and Chernobyl, the safety record of nuclear energy is really very good.; Rueter catches the best of the best, whether the gaffes came from Bob Dole, Trent Lott, Arnold Schwarzenegger, or Strom Thurmond.",['Ted Rueter'],http://books.google.com/books/content?id=zMB6_afntQIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zMB6_afntQIC&printsec=frontcover&dq=449+Stupid+Things+Republicans+Have+Said&hl=&cd=1&source=gbs_api,Andrews McMeel Publishing,2009-01-01,https://play.google.com/store/books/details?id=zMB6_afntQIC&source=gbs_api,['Humor'],
